Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 8,Question 9,Question 10,Question 11,Question 12,Question 13,Question 14,Question 15,Question 16,Question 17,Question 18,Question 19,Question 20,Question 21,Question 22,Question 23,Question 24,Question 25,Question 26,Question 27,Question 28,Question 29,Question 30,Question 31,Question 32,Question 33,Question 34,Question 48,Question 49,Question 50,Question 51,Question 52,Question 53,Question 54,Question 55,Question 56,Question 57,Question 58,Question 59,Question 60,Question 61,Question 62,Question 63,Question 64,Question 65,Question 66,Question 67,Question 68,Question 69,Question 70,Question 71,Question 72,Question 73,Question 74,Question 75,Question 76,Question 77,Question 78,Question 79,Question 80,Question 81,Question 82,Question 83,Question 84,Question 85,Question 86,Question 87,Question 88,Question 89,Question 90,Question 91,Question 92,Question 93,Question 94,Question 95,Question 96,Question 97,Question 98,Question 99,Question 100,Question 101,Question 102,Question 103,Question 104,Question 105,Question 106,Question 107,Question 108,Question 109,Question 110,Question 111,Question 112,Question 113,Question 114,Question 115,Question 116,Question 117,Question 118
30,Male,United Kingdom,nan,No,Yes,No,6-25,Yes,Not eligible for coverage / NA,I don't know,No,nan,nan,No,No,Neither easy nor difficult,Maybe,No,nan,nan,No,nan,nan,nan,nan,nan,nan,No,Neutral,Maybe,Maybe,Maybe,No,Not applicable to me,Not applicable to me,United Kingdom,nan,nan,nan,nan,nan,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,"Yes, I think it would","Yes, I think they would",nan,Substance Use Disorder,Front-end Developer,Sometimes
37,Male,United Kingdom,nan,No,I don't know,Yes,26-100,Yes,No,I don't know,Maybe,nan,No,No,No,Somewhat difficult,Maybe,Maybe,nan,nan,Yes,Some did,I was aware of some,None did,None did,Sometimes,Some of my previous employers,Maybe,Somewhat open,nan,Yes,Maybe,Yes,Sometimes,Sometimes,United Kingdom,nan,nan,nan,nan,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,Some of them,Some of them,Some of my previous employers,Some did,Some of them,Maybe,Maybe,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",Front-end Developer,Never
26,Male,Chile,nan,No,No,No,6-25,Yes,No,No,No,nan,No,No,No,Somewhat difficult,No,No,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,No,Some of my previous employers,No,Not open at all,Yes,Yes,Yes,No,Not applicable to me,Sometimes,Chile,nan,nan,nan,nan,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,No,nan,nan,"Yes, all of them",Some of them,"No, at none of my previous employers",None did,None of them,"Yes, I think it would","Yes, I think they would","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,Front-end Developer,Never
29,Female,United States of America,Texas,No,No,Yes,More than 1000,No,Yes,I don't know,No,Yes,Yes,Yes,Yes,I don't know,Maybe,Yes,nan,nan,Yes,Some did,"Yes, I was aware of all of them",Some did,Some did,"Yes, always",Some of my previous employers,Maybe,Somewhat open,Yes,Yes,Maybe,Yes,Rarely,Sometimes,United States of America,Texas,nan,nan,nan,nan,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,Some of them,None of them,Some of my previous employers,Some did,Some of them,"Yes, I think it would",Maybe,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",Front-end Developer,Never
29,Male,Chile,nan,No,I don't know,Yes,6-25,Yes,No,No,Maybe,nan,No,I don't know,I don't know,Very difficult,Maybe,No,nan,nan,Yes,Some did,I was aware of some,Some did,Some did,Sometimes,Some of my previous employers,Maybe,Very open,Maybe,No,No,No,Sometimes,Often,Chile,nan,nan,nan,nan,nan,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,No,nan,nan,Some of them,None of them,Some of my previous employers,Some did,None of them,Maybe,"Yes, they do",nan,nan,Designer,Sometimes
27,Male,United Kingdom,nan,No,Yes,Yes,26-100,No,No,I don't know,No,Yes,nan,No,No,Somewhat difficult,Maybe,No,nan,nan,Yes,Some did,I was aware of some,Some did,Some did,"Yes, always","No, at none of my previous employers",Maybe,Somewhat not open,Maybe,Yes,Yes,Yes,Sometimes,Often,United Kingdom,nan,nan,nan,nan,nan,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,Some of them,None of them,Some of my previous employers,None did,Some of them,Maybe,Maybe,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,Front-end Developer,Never
27,Female,Chile,nan,No,Yes,Yes,6-25,No,No,I don't know,No,Yes,No,No,No,Neither easy nor difficult,No,Yes,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,"No, at none of my previous employers",Yes,Somewhat open,nan,Yes,No,Yes,Sometimes,Rarely,Chile,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,No,nan,nan,I don't know,Some of them,Some of my previous employers,None did,None of them,"Yes, it has",Maybe,nan,nan,Front-end Developer,Sometimes
23,Male,United States of America,Massachusetts,No,No,No,More than 1000,No,I don't know,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,Maybe,Yes,nan,nan,No,nan,nan,nan,nan,nan,nan,Maybe,Somewhat open,nan,No,No,No,Not applicable to me,Not applicable to me,United States of America,Massachusetts,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,"Yes, I think it would","Yes, I think they would",nan,nan,Back-end Developer,Sometimes
24,Female,United States of America,Massachusetts,No,No,No,More than 1000,Yes,I don't know,Yes,Maybe,nan,Yes,No,Yes,Very easy,No,Yes,nan,nan,Yes,I don't know,N/A (not currently aware),None did,Some did,"Yes, always","Yes, at all of my previous employers",Maybe,Somewhat not open,nan,No,No,No,Not applicable to me,Not applicable to me,United States of America,Massachusetts,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,None of them,Some of them,"Yes, at all of my previous employers","Yes, they all did",None of them,"No, I don't think it would","No, I don't think they would",nan,nan,Front-end Developer,Sometimes
22,Male,Guatemala,nan,Yes,I don't know,No,nan,nan,nan,nan,Yes,nan,nan,nan,nan,nan,nan,nan,No,"Yes, I know several",Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,"No, at none of my previous employers",Yes,Very open,nan,Yes,Yes,Yes,Sometimes,Sometimes,Guatemala,nan,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,26-50%,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,Some of them,None of them,Some of my previous employers,None did,None of them,"No, I don't think it would","Yes, they do","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Designer,Sometimes
28,Male,United Kingdom,nan,No,No,No,1-5,No,No,No,Maybe,Yes,No,No,No,Very easy,Yes,Yes,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,No,"Yes, at all of my previous employers",Maybe,Somewhat open,nan,Maybe,No,No,Not applicable to me,Not applicable to me,United Kingdom,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,I don't know,None of them,"Yes, at all of my previous employers",I don't know,None of them,Maybe,"No, they do not",nan,nan,DevOps/SysAdmin,Never
22,Male,United States of America,Iowa,No,Yes,Yes,6-25,No,I don't know,I don't know,No,Yes,I am not sure,No,No,I don't know,No,Maybe,nan,nan,Yes,I don't know,N/A (not currently aware),None did,None did,I don't know,"No, at none of my previous employers",Yes,Neutral,nan,Yes,Yes,Yes,Sometimes,Often,United States of America,Iowa,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,Some of them,Some of them,"No, at none of my previous employers",Some did,None of them,"Yes, I think it would","Yes, I think they would","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Front-end Developer,Never
32,Male,United States of America,Massachusetts,No,Yes,No,26-100,Yes,No,No,Maybe,nan,Yes,No,No,Somewhat easy,No,No,nan,nan,Yes,Some did,I was aware of some,None did,Some did,Sometimes,Some of my previous employers,Maybe,Somewhat open,No,Maybe,Maybe,No,Not applicable to me,Sometimes,United States of America,Massachusetts,nan,nan,nan,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,Some of them,Some of them,Some of my previous employers,None did,None of them,"Yes, I think it would","No, I don't think they would",nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Front-end Developer,Sometimes
35,Female,United States of America,Oregon,No,No,Yes,6-25,Yes,I don't know,I don't know,Maybe,nan,No,No,I don't know,Somewhat difficult,Yes,Maybe,nan,nan,Yes,Some did,I was aware of some,Some did,Some did,I don't know,Some of my previous employers,Maybe,Somewhat open,No,Yes,Yes,Yes,Rarely,Sometimes,United States of America,Oregon,nan,nan,nan,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,Some of them,Some of them,"Yes, at all of my previous employers",Some did,Some of them,Maybe,"No, I don't think they would","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,DevOps/SysAdmin,Always
26,Male,United States of America,California,No,No,Yes,26-100,Yes,Yes,I don't know,Yes,nan,Yes,No,I don't know,Very easy,No,Yes,nan,nan,Yes,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,Some of my previous employers,Yes,Somewhat not open,nan,Yes,Yes,Yes,Sometimes,Sometimes,United States of America,California,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,Some of them,None of them,"No, at none of my previous employers",None did,None of them,"No, I don't think it would","No, I don't think they would",Attention Deficit Hyperactivity Disorder,nan,Back-end Developer,Sometimes
31,Female,United Kingdom,nan,No,I don't know,Yes,More than 1000,Yes,No,I don't know,No,nan,Yes,Yes,Yes,Somewhat difficult,No,Maybe,nan,nan,Yes,"No, none did","No, I only became aware later",Some did,None did,No,Some of my previous employers,No,Somewhat not open,Yes,No,Yes,Yes,Rarely,Often,United Kingdom,nan,nan,nan,nan,nan,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,No,nan,nan,"Yes, all of them","Yes, all of them","No, at none of my previous employers",None did,Some of them,"Yes, I think it would","Yes, I think they would","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Front-end Developer,Sometimes
32,Male,United States of America,Colorado,Yes,Yes,Yes,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,Yes,"Yes, I know several",Yes,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of my previous employers,Maybe,Very open,Maybe,Yes,Yes,Yes,Rarely,Often,United States of America,Colorado,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,26-50%,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I'm not sure,I don't know,Some of them,Some of my previous employers,Some did,None of them,Maybe,"No, they do not","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Executive Leadership,Sometimes
37,Male,Pakistan,nan,No,I don't know,Yes,100-500,Yes,No,No,No,nan,No,No,No,Somewhat difficult,Maybe,Maybe,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,No,"Yes, at all of my previous employers",No,Somewhat open,nan,Yes,Maybe,Yes,Not applicable to me,Often,Pakistan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,I don't know,None of them,Some of my previous employers,None did,Some of them,"Yes, it has","Yes, I think they would",nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Supervisor/Team Lead,Sometimes
24,Male,United Kingdom,nan,No,No,Yes,6-25,No,No,Yes,No,Yes,No,No,No,Neither easy nor difficult,Maybe,Maybe,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of my previous employers,Maybe,Somewhat not open,nan,Yes,Yes,Yes,Never,Sometimes,United Kingdom,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,I don't know,Some of them,Some of my previous employers,I don't know,None of them,Maybe,"No, I don't think they would","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,Front-end Developer,Never
33,Male,United States of America,Washington,No,No,No,26-100,Yes,Yes,I don't know,Yes,nan,Yes,Yes,Yes,Very easy,Yes,Yes,nan,nan,Yes,I don't know,N/A (not currently aware),None did,None did,I don't know,"Yes, at all of my previous employers",Yes,Very open,nan,No,No,No,Not applicable to me,Not applicable to me,United States of America,California,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,I don't know,None of them,"Yes, at all of my previous employers",Some did,None of them,"No, I don't think it would","No, I don't think they would",nan,nan,Back-end Developer,Always
28,Male,United States of America,Massachusetts,No,I don't know,Yes,100-500,Yes,Yes,Yes,Maybe,nan,Yes,No,Yes,Somewhat easy,Yes,Yes,nan,nan,Yes,Some did,I was aware of some,Some did,Some did,Sometimes,"No, at none of my previous employers",Yes,Somewhat open,No,No,Yes,Yes,Sometimes,Often,United States of America,Massachusetts,nan,nan,nan,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,Some of them,Some of them,"No, at none of my previous employers",None did,Some of them,"No, I don't think it would","No, I don't think they would",Post-traumatic Stress Disorder,nan,DevOps/SysAdmin,Sometimes
22,Female,United States of America,Virginia,No,I don't know,Yes,More than 1000,Yes,I don't know,I don't know,Maybe,nan,No,No,I don't know,Somewhat easy,Maybe,Maybe,nan,nan,No,nan,nan,nan,nan,nan,nan,Yes,Somewhat not open,nan,Maybe,Maybe,No,Never,Sometimes,United States of America,Virginia,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,nan,nan,nan,nan,nan,"No, I don't think it would","No, I don't think they would",nan,"Eating Disorder (Anorexia, Bulimia, etc)",Back-end Developer,Sometimes
46,Male,Germany,nan,No,Yes,Yes,100-500,Yes,Not eligible for coverage / NA,I don't know,No,nan,nan,No,No,Somewhat difficult,Maybe,No,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,"No, at none of my previous employers",Maybe,Somewhat not open,nan,Yes,Maybe,Yes,Sometimes,Often,Germany,nan,nan,nan,nan,nan,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,Some of them,Some of them,"No, at none of my previous employers",I don't know,None of them,Maybe,"No, I don't think they would",nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",Back-end Developer,Sometimes
30,Male,United States of America,Michigan,No,I don't know,No,26-100,Yes,Yes,I don't know,Maybe,nan,Yes,No,I don't know,Neither easy nor difficult,Maybe,Maybe,nan,nan,Yes,Some did,I was aware of some,None did,None did,No,Some of my previous employers,Yes,Somewhat open,nan,Maybe,Maybe,No,Not applicable to me,Not applicable to me,United States of America,Michigan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,Some of them,Some of them,Some of my previous employers,None did,None of them,Maybe,Maybe,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Dev Evangelist/Advocate,Always
29,Male,United States of America,North Carolina,No,No,Yes,26-100,Yes,I don't know,Yes,No,nan,I am not sure,No,Yes,Somewhat difficult,Maybe,Maybe,nan,nan,Yes,"No, none did",I was aware of some,None did,None did,I don't know,I don't know,No,Somewhat open,No,No,Yes,Yes,Often,Often,United States of America,North Carolina,nan,nan,nan,nan,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,I don't know,Some of them,Some of my previous employers,I don't know,None of them,Maybe,Maybe,"Psychotic Disorder (Schizophrenia, Schizoaffective, etc)",nan,Back-end Developer,Never
22,Male,United States of America,Virginia,No,Yes,No,100-500,Yes,I don't know,I don't know,No,nan,No,No,No,Somewhat easy,No,No,nan,nan,No,nan,nan,nan,nan,nan,nan,Maybe,Somewhat open,nan,No,Yes,No,Sometimes,Often,United States of America,Virginia,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,nan,nan,nan,nan,nan,Maybe,"No, I don't think they would","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Back-end Developer,Sometimes
24,Female,United States of America,Washington,Yes,Yes,Yes,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,Yes,"Yes, I know several",Yes,Some did,N/A (not currently aware),None did,None did,I don't know,Some of my previous employers,Maybe,Neutral,Yes,Yes,Yes,Yes,Sometimes,Often,United States of America,Washington,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,51-75%,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,I'm not sure,Yes,"Yes, all of them","Yes, all of them",Some of my previous employers,Some did,Some of them,"Yes, I think it would","Yes, I think they would","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Designer,Sometimes
29,Female,Taiwan,nan,Yes,No,Yes,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,No,I know some,Yes,"No, none did",N/A (not currently aware),Some did,Some did,I don't know,"No, at none of my previous employers",Yes,Somewhat open,nan,Yes,Yes,No,Not applicable to me,Often,United States of America,Washington,"No, because it would impact me negatively","Sometimes, if it comes up",Yes,26-50%,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,I'm not sure,"Yes, all of them",Some of them,Some of my previous employers,Some did,None of them,"Yes, I think it would","Yes, I think they would","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Front-end Developer,Always
30,Male,United States of America,Virginia,No,Yes,Yes,More than 1000,No,Yes,I don't know,No,Yes,Yes,No,Yes,Somewhat easy,Maybe,Maybe,nan,nan,Yes,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,Sometimes,Some of my previous employers,No,Somewhat open,Yes,Yes,Maybe,Yes,Rarely,Sometimes,United States of America,District of Columbia,nan,nan,nan,nan,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,Some of them,Some of them,Some of my previous employers,Some did,Some of them,"Yes, it has","Yes, I think they would",nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",DevOps/SysAdmin,Sometimes
